subject_id,gender,height_cm,chest,waist,hip
1WpL1xrpK6-DNwrAp8FakKOzGZLAZmeYw17ZmyaPF8w,male,174.0,107.36824798583984,100.65030670166016,106.16272735595705
32pIBnkblYOJm2Rl-OpwpqzwwEPu8CzdWHn1lLH4Pq8,male,167.0,102.21217346191406,91.30501556396484,99.0152816772461
4rLp86ErZXEGFqDlzaE7zpMB5EAFQ5C1CA_-OXzfMMg,male,170.75,103.93541717529295,93.64169311523438,105.20242309570312
szjnIheGm31ZBT1qQVdtNiD8j9DEbpXX49lUJGGoy70,female,155.0,92.3815460205078,86.4830551147461,108.3803482055664
MmRBl84BUdcDlTs0CEh8xV-h9eSBn5T8Tza1cLdxxdQ,male,170.0,104.50674438476562,89.62165069580078,101.40342712402344
YNozXLwjPy9Sdb5-zMK9U5XVCoQWjPM-HJT-pJAVCjM,female,164.5,101.61011505126952,91.84444427490234,108.65645599365234
IwQ97eHHgtniQoUQWUyD0qApLlUuFGOA85Nz9kag_1I,male,180.5,107.1919174194336,91.21598815917967,104.58633422851562
hybbM8CSpwClt-tvvDJrHNq3KB1fPpkISYRyqHnHny0,male,174.5,109.23673248291016,102.26300811767578,103.10009765625
VbArPJgfiazy--dHRifBZpNMtFsJ4sL_Yb5YGRMn70E,female,152.6,91.78042602539062,82.37077331542969,105.73387908935548
W_F3KSfslhBqdPufXu4utZpQzzYipDr0O7YAUGR3VS4,male,182.5,111.21096801757812,101.54863739013672,108.92405700683594
0LE2aj67f6O62tt6mzfTs8MDHtjuLkfVeCRgMRPRmfg,male,191.8,110.59176635742188,101.06328582763672,111.42025756835938
0y4e4KTgGq9H2hcWW9tEQ8bvwYYmAbKm8lVWlSg2l2s,male,166.75,109.36864471435548,90.23186492919922,101.47643280029295
0vRZm0dhtNM4orubmIwUF3jrQIrdfgT7muMh1MTc7JU,male,189.5,109.80859375,93.29143524169922,107.62317657470705
DPwt8F_vquY-OAHRNkzzFSswSXW12LaWFAzqeADFGFo,male,183.0,107.32569885253906,92.62149047851562,108.10710144042967
2SnpHngkOa7k7NIjwjyLFVIhGfi5f_4ibvBflvWlHTU,male,184.2,90.95502471923828,75.24459838867188,91.37252044677734
8TCRXvx9prqsOl9cPX3f4gD91SPZAVE66uNC6U3_4ME,male,174.5,108.80691528320312,102.18836212158205,107.02137756347656
bex37IMbrhQV1IpuDKpSyH_R2vyC2D2q97YN3GIr7Ow,male,174.0,107.3027801513672,94.6814956665039,106.7808074951172
QvECcBK0DBGDO8AfvTxS9NtMSJ8-kzMGM_rv7NeO3SU,male,172.0,105.14937591552734,90.19962310791016,100.67054748535156
TcEwxKJzyORPCfIGtbLyAakaUVieu5B21POby_KHJ9U,male,183.5,105.47306060791016,95.84496307373048,107.86724853515624
JQSZX02E8__NgMNlJ_18DT3yhCb5CfLnz_Q4LCunNcU,male,168.0,103.9313507080078,99.70670318603516,108.5041046142578
CPWboWZpCjaj7tkDaM2cpRavIrA3W0grLT6CLyvEo2Q,male,183.0,117.40167236328124,94.31871795654295,103.84465789794922
jZSnwhgdKrST_LKPrB_mkjQ15fZqihhPOuMmXtQPGlM,female,186.4,100.0125503540039,79.05138397216797,97.68807983398438
5wUPgA8JvIpwTirQOuB8m-lCcx1WzAlUEKu9OO3jpH8,male,193.0,110.2827606201172,94.20572662353516,107.67439270019533
MXUlhOjVoV_HNle6KaT8iuziR-K1aHdN0PVTxvjFiG4,male,166.4,104.77909088134766,84.14842987060547,96.70401000976562
NT9pVYCYjVJUv93rGE-RcIZ1SXERnAOVnaUgOW501eg,male,173.0,104.06861114501952,101.56963348388672,101.9938507080078
uOfQmgHgLvsAS6ox9WwBuVyGBbYap1_IrTCV6VWgsao,male,171.0,104.5676498413086,89.7637710571289,104.56681823730467
YvYK1i7nQjZwJgogdWxaua_UVKjXRw5cEpR12I3i3XQ,female,159.0,99.16512298583984,91.53141021728516,98.958251953125
vesmBd6hOemqIxjvfj8NGFOgFQK5hcE4IiD-ZtifN3A,male,175.35,104.58411407470705,96.53240966796876,105.21073150634766
59bc274f681516389ccf3d08,female,163.5,103.20985412597656,85.2437515258789,107.26795196533205
22ECz4XgvzzUy8vVo-peN9oEhJiOqZo3QwBBuIpNyqU,female,164.1,102.28885650634766,86.05390167236328,100.28044128417967
59bc2763681516389ccf447a,female,160.3,97.7189483642578,83.6630859375,105.0294952392578
cegx8Fn3pezIoR4wbP37mAbFvOYTTx4kZrcNnq73cDM,female,158.0,107.88814544677734,89.54072570800781,108.87926483154295
weWJRVmjDv_3bFVt1lnvOCUgMHld2PnPtKmuacm6ryI,male,178.0,103.3411636352539,94.9856414794922,104.9790267944336
kFQWHdudWw32Mboxwem7R_l1Ac7AfRDq8lXvnYA85hM,female,159.5,98.07247924804688,85.91905975341797,104.67070770263672
05QGDWJaVnG3hO2Zc44lxI6oajSeypzBye5n7HiDOyE,male,176.75,112.50951385498048,107.3368911743164,104.47759246826172
I_t_iHa3Pb9mihi3932MMvmki-Gs31ZOj0CiKO-Dw-Y,female,165.5,99.62749481201172,79.88236236572266,102.11570739746094
MtEI3iPNMiPKY5npP-NwXFGmNv4wL5fmJm_gz3w1gaM,male,177.5,110.07244110107422,101.1839828491211,105.25370025634766
nqv6bwK1uqNLONZs9FpR9thlIWuTS1qH6GJE7dMkFQg,male,189.0,117.74180603027344,96.33407592773438,103.84838104248048
Vf7Yx7KhVWQ4JpCSpF5g5eBpDiVa3guZqMhUyzJfvnA,female,160.5,95.30138397216795,84.77787017822266,103.05853271484376
xcfe_6tpoBQhft1CICK_W65_X7M06TELdwCdWN6mX30,male,179.3,105.67237854003906,92.46945190429688,105.376708984375
nVpOVrjB1lX9c-PX6KRkqdy4OFCNZVUXPMt0NrbfYcE,male,177.5,85.48541259765625,70.44599151611328,87.85272979736328
6OyrNhRxOPZhUfhgHqZ0C1ye467qSp5Y_SzQfTTZbm0,male,185.6,108.38289642333984,95.38400268554688,112.73524475097656
avnvzZqP3rqGl9DaZIZwQYzRVryZMGrNRvQkmsxyjTw,male,175.25,112.97679138183594,99.5510482788086,104.01199340820312
k882U8w3gMLFKWB3D9a3W5DsMBYXoCuZPXFJxIDU38w,male,181.9,108.69153594970705,103.41990661621094,110.32855987548828
foAXsyM76uW2KP7tYzPGq3CpbaAb0YYl-0ByjoGVKrA,male,193.4,112.7199249267578,88.94255065917969,107.42837524414062
D0eXN6wb19lyHGlE8OOTBR6Xn7qPtrQIW_vZqXHps2E,male,179.5,107.98341369628906,96.5818328857422,107.90713500976562
7on0Aq8zXDK44F64ewSKeu7qCBgj0BNwUKgIl7UlD6I,female,157.9,106.90237426757812,90.54930877685548,100.85328674316406
S9GE5Oya-CqVSz_DNHS-sQr_2CemlLY7amKdVrsk2e4,male,182.65,106.02802276611328,96.57709503173828,106.38068389892578
WzKj_ING7wAOgTVE1DtvzhKEd0flOChvV03k0uXF1kY,male,178.0,103.3372802734375,86.21586608886719,101.45191192626952
me6W9DDi6oFf_-XnSWBG6DodoIp9UmCyc4sX73d9NUk,female,157.0,102.24158477783205,87.6398696899414,105.50638580322266
nh_ZxN4DvGlwanngZgV37T3RcojuHQnZE11sWsIw6h8,male,171.5,105.87844848632812,99.79851531982422,104.5819091796875
rOQGLF0OBGELMkPJY-JjgIMCcUO2PYAMdhMRVi_kpBw,male,179.0,110.4384307861328,98.8573226928711,106.98177337646484
_UYFK5WvPa-P2sVlG6NW-1Y2qvu3qWvmiJerfsvEcuQ,female,167.2,99.77428436279295,94.53907012939452,103.3892822265625
d-D6hRvXeP68ivQLxyl4KmYSzEyzUS5qcqsxrfwl_4M,female,173.2,104.8930206298828,86.90426635742188,104.4716339111328
aLu6gFXmE9MOBg_BCBJk3IrcDewI4c1P2Nzs5jCcxHk,female,158.9,99.31714630126952,84.50631713867188,105.12850189208984
GdAL26FVkYc_vRMzKGgIyOJBR7pwxqyP1ucDJUvZruk,male,170.05,103.81531524658205,91.2081069946289,101.61378479003906
iiW5QiSF0xKXDec2Xb2K9oFXLrQz70LWXUs0LezwEFY,male,174.0,104.97760772705078,90.07069396972656,106.78672790527344
if8bNB7-hVwhguP4rJr4q3frJ--di4y6zogDzHXRY3k,male,172.0,104.46668243408205,97.45289611816406,101.72989654541016
i4DL4-DHZELmYD09WqN366geaJQCOSt1TeXKhCGeoH0,male,170.0,99.17546081542967,88.3890151977539,102.96109008789062
BFc5dG2exM2V9y2QL5ACK_YqmXrT6_LolirPXkZIJBE,male,186.6,91.7638931274414,82.74112701416016,94.16692352294922
6DygBssi3bh-0jbhhfaeZGOZwojzTtHGQW4mray-UaA,female,155.5,93.92449188232422,80.78095245361328,100.40258026123048
59bc2767681516389ccf45c0,male,152.5,98.56745910644533,85.74755859375,96.1119384765625
bKG2xwP1AuFbvdV60lDpmzX4eLm3aqfkBXsNxXa5pvY,female,168.65,95.3741226196289,83.82251739501953,107.42850494384766
ApDFanKIPc6JqHd_e9JRDA9_V-Th51KFbTd5PhChc2o,male,169.5,102.52159881591795,85.71455383300781,98.80885314941406
un8lHY8pzv7e8SOSo44QLNdPD_PcMp_hHnBEvkCNALg,female,168.4,105.33740997314452,89.74259948730469,105.11163330078124
AF_6MWdI2jDoTYURBGrWe2xm92IlwYc9HPU6jIybQDk,male,179.5,107.14407348632812,96.08296966552734,105.28215789794922
znV8NwKr-DTODq7msa0VSj5UNzp0auGG11oGWYIzWlo,male,152.5,97.6922836303711,85.96096801757812,96.5102767944336
1w7nIkCw-64YGiwLF-t2TG5W0gw4m_--U4AGmk8epi0,male,179.05,106.46698760986328,93.48493957519533,102.87213134765624
_Zl7SW6NXxa8ZF6BALiIQsWPGrAHlI7HP-jlNJJgMDs,female,183.5,92.97532653808594,86.4028549194336,107.031005859375
1wnLRnKeD8J_SZqoNj8SaPzM4QHxSYwdhIuPtXyMFfw,male,178.0,107.3228759765625,93.08509826660156,105.86248016357422
UsHxK4GM1sZ4DfjJJoR4coooeTeEHL9c9wv6eapiPmQ,male,172.0,108.79510498046876,96.63407135009766,104.54923248291016
rb3jDSFUBedt6RwCFpsqYMWbUev_VfQHdsgl53MsB-s,male,175.5,107.95307159423828,91.32630920410156,102.1934051513672
oHv-WsmLya2pGjXGy7Mwj9Zcw_Wh1D7VjiZDysIuTL4,male,186.2,104.7288589477539,98.59308624267578,108.24613189697266
TW6ZaAGWau_uKoWlAo0V68CkLwuOtK7LynFsYNKLZNo,male,190.5,112.18412017822266,104.20904541015624,109.68788146972656
n0KH7rUQ0xDsKC2jKU1jnzAUJkk2qOWyDQP0EJFd6-k,male,175.0,110.54691314697266,99.2156753540039,102.8480987548828
WhU8VaDLnxRm1FAXSFk_z3b00WFeaxuraFMJ6fn9w48,male,171.0,103.72644805908205,96.05814361572266,107.13803100585938
RK5u73TC2KMl2qXLHIRhgKpCbt9AOfntD0lnBYWCxQo,male,188.0,104.37118530273438,96.6959991455078,107.11769104003906
dfAi3WWpAhDCTklcMbrId_SBtZBCRCiJz-E2GUW5kbU,male,174.5,106.67540740966795,99.81414031982422,106.10041046142578
QeM2XorlxNq4QlazMs-7rhh0gSmxLTaOiQHR6S0dxxA,female,168.0,104.7918701171875,89.16854858398438,99.62574768066406
AVuZ9mUs33ut1kxRBTAy5aqL5sjjBnIieerhQKSVEN4,female,162.5,95.3526382446289,85.39724731445312,110.25212097167967
aZWLWFUx4uySFGQJReSn05sW29GSinEAuFl5IoqieDo,male,172.0,104.30658721923828,88.8619613647461,105.97864532470705
IobbStbutxAR7KpE4p6lisXd64G60dx3H9W1Wa4_8I0,female,162.6,101.47340393066406,86.541015625,99.79615020751952
ltfgjZ159mAtD6e8s-nXozz-iUWaVDJ0WrHt8ogs4aM,female,158.0,99.20124053955078,88.1695327758789,101.42153930664062
ZiMMtSacpQgQIoioAnwWWaVRYuiFo1DJmxIHJNzHTow,female,162.5,100.7528076171875,87.35604095458984,103.56326293945312
_h3NxZ4o4i7TmT1GAu3-DlhEa6rVb2VQa_sOWklmwgg,male,183.0,109.2320327758789,95.51382446289062,106.61258697509766
n4BK7cRJclRIbsDzzYnvMCsuAwJrnvrM8RS8dgUrkyQ,male,188.7,107.78978729248048,93.46137237548828,110.7652359008789
0x-RaRStbYT1TxaqugxFubx4wwvvxaS4S4RXnEdxy24,male,170.0,104.24854278564452,95.21810150146484,103.77912139892578
VcmahEYVpQrUE-nues0J-16TIGPVG1bCIpDG8YOLRSI,female,157.3,89.75838470458984,78.4963607788086,103.83753204345705
3jiT5VXoF7XsjFrpxd7yjRdPORLXRC9yl-frqqzegzU,male,185.0,109.07733917236328,92.96918487548828,106.47230529785156
WHORlP5ldqUSBwo1nrbHrtxQReTE1yMNz9uZg49y-H8,male,170.6,106.53641510009766,97.17698669433594,101.2859115600586
tibhUXl23UjFiLcOCFF99gGi_lX0XzBwAGIwDOE6Pt8,male,180.5,107.93325805664062,93.60712432861328,101.43507385253906
cqGsjHQXbJ1x_kF1tBkpOIAet5Re-zBmMsy4uLVhAHo,male,174.5,107.60971069335938,97.00432586669922,107.37360382080078
kgpXTC6Xsq50_lio5aem8f1QeSKqK_A9n0inA-1A8B0,female,169.8,97.63617706298828,84.33988952636719,103.45027160644533
8V2XqdbUy-kI5tyySGrKNQU9XbQ8KoL20g3rt2vNSN4,male,175.0,110.5612564086914,98.95051574707033,104.665283203125
BKcAmykBFFMpHkcQ-KJDzk6tPQ3ZsodfDxly726gHlg,male,179.9,115.75434112548828,99.97686767578124,100.6409149169922
BaRhVKbybxHkz7yGjtb8pPddlUs8O9qoQlvhJ-aVy6w,male,181.0,100.5358657836914,82.72561645507812,106.20198822021484
ubVAitnCo_I9HO37k8svKgawcY__4zv3ELSGh0ktRL0,male,179.4,106.0658187866211,102.7880630493164,110.95349884033205
18UYtlOrWXTtl9rdyTZn15jBQQas9SHzofFmCJwC3Xw,female,159.0,97.53553009033205,84.64244842529297,103.42962646484376
THEwqU40js1n9THdzHKyVX6jgnrohfzOOWqALF-UYFA,female,159.75,101.78207397460938,81.71566772460938,100.2818832397461
azlJZ02N1pu_ft2SXlHSyrLOu3BXofPu2BsKi-6HRe8,male,170.75,107.80758666992188,104.2469253540039,103.25270080566406
9REhywajso9jyHbIAggzDH4bfnCeoPS41C1DjrPDkb0,male,176.7,108.78366088867188,96.40261840820312,104.2079086303711
Oou9zXqnLOriTu0LP3ndMcnjJTQb2i5674RjAxO-t7I,female,153.5,93.8391342163086,85.97557067871094,96.82373809814452
3dexwlFNR0_Q_g3P3X6qYvlJDqalSsaRUSW0Gb9ARxM,male,172.7,110.75080871582033,105.71178436279295,105.35796356201172
-sHYg3xM3uHrzxlrZ2to6JCRvfCROFtdR8BoEarbu0Y,female,175.4,102.1435546875,93.0442352294922,106.52654266357422
5Tn7zQrKtW7V0DAU-3OJp5g3Rxq5NWe7hID64A-vgYA,male,174.2,102.8729248046875,93.12432098388672,101.69622039794922
bt83HhrkEtECc5zsfh3QLofyfGKlq3pMdRJAASFAkP4,male,166.25,101.95349884033205,94.90524291992188,100.02385711669922
vWFlbLfTUjToEddPoRHL53oszliCsgJnRA3DrfUfNZo,male,184.5,107.08959197998048,92.46844482421876,104.18448638916016
AWTr9jz168GTtnjbrdysCTk07lCDRKt7xoyPExsYJbk,female,160.75,103.42245483398438,92.19454193115234,101.76587677001952
C4lhsTVb9LE9gZst01WWtbVCB6yRT6AIZlzghAXpFaQ,female,155.0,100.21141052246094,84.88188171386719,98.72815704345705
YyjnHZS606s2dZorhsH75c7VXJCLRZj-cB-4GLn9X90,female,165.2,96.45681762695312,86.7968978881836,100.10238647460938
1wP6j4QiFLHGuLAm_s4df3xbuRn7c6TAX_N415huzDg,female,175.0,102.9622039794922,95.1157455444336,104.43807983398438
rtGBTi9ZE83FssWFBZJvFi5v52WDBjqIzHJqfhYaDRM,male,156.0,102.03687286376952,91.3398895263672,102.39065551757812
mnuSQko5b3nfT6pXHFHQCfqFEfgbT-1Ejvb3Ywt_Gxs,male,182.0,104.9866943359375,88.41547393798828,100.23670959472656
loDW8BPQvxL-u20OmdRtorKTBUD3qagDBzTDsJvnZTs,female,169.4,93.17164611816406,86.45857238769531,108.13265991210938
tb08T2fxSToJ6i-7Xh8ezs1aDkWoYFOOSqqI7AVSUQU,female,146.2,103.55178833007812,88.18578338623047,98.48616027832033
wfK9NCsWMRzQ9jWY63Sm2F3GCV3420MkC2-UolPBAR4,male,175.0,103.5059814453125,103.1053695678711,105.87541198730467
8ZfHrEcyQrHW0VUJE_PbKKjIQdV5SEBKuGczczf3QzE,male,178.0,112.39215087890624,102.1706771850586,103.02764892578124
i1m42dBATWv5brrfK1nzbEo4BlF7jkYn1vIrHFfE78U,male,186.3,110.41645050048828,99.0311279296875,105.48527526855467
4xR1BQMUliASz5DzVmk8q0l4OJQgvQQWttCNSDAxQK4,male,170.0,107.22925567626952,98.36771392822266,104.79119110107422
GUs7AZWemh8euI1tdR7BnHQ3M_zQO-TpuTXgcj2YENY,female,165.5,103.12958526611328,85.2117691040039,108.94181823730467
YFiBSxT698Q22i9C09EjlFp3LZMxGLDdGWP5Hb_2E2s,male,189.0,109.46702575683594,104.04573822021484,111.33411407470705
mv17v5Yut6vxJ99d7SMo7-yJ5OG02y9QWcAUvlYwN9A,male,173.0,110.22612762451172,101.03658294677734,100.04151916503906
_8Xwb8m26YfSLXyT3W3ktgvdeUz2ecTolNqd6uZhCQ0,male,183.5,108.07440948486328,96.9432373046875,107.39117431640624
no9mEnb8NFxLiMBVByg8fUEehgDTcxNt4M7NPIi_gVw,female,166.55,95.59667205810548,83.50552368164062,104.50589752197266
WVAT8JT-hegMDjWoKRevML3YbI7mDVtSXlQB0J3ec70,male,176.5,107.2886734008789,101.18326568603516,103.38972473144533
WpGCuir1SZ-mwFiDAsTdaB-71ihtRn5pHJ3Xt9Iifi4,female,168.9,90.54212188720705,86.47073364257812,106.98885345458984
rzu2ZrU0Un51iqokosFv06qyd8NnxkFc2PtpHTqQmOU,male,166.5,104.45137786865234,97.85929107666016,100.3551788330078
_u7Z0BwCME_s7MeKU31grc_GKZakyHju8ixEzhKNvDE,male,180.15,104.51740264892578,100.86604309082033,104.28968048095705
Hkq_WsP5mOrOVNRaYJLjlNihpJ00fORUWuN3zSwUm-o,male,181.5,105.67610168457033,94.2937469482422,105.63909149169922
FtkKahQT8PBxplm9wrVH-dSoQTvozlx_jTfWxbcWQnA,female,172.0,100.7148666381836,84.35548400878906,105.39508819580078
olebiZEFHBIYnjmdGYj2D11Xweg7woG3LoXZ3xeSfIA,female,164.4,100.46166229248048,86.78289794921875,101.02974700927734
gYUig33g91bGHlDv7hMbbsZaExw64mAP4JziIM_kX2Y,male,182.0,111.3914794921875,100.09796905517578,108.55365753173828
ebP8gLwO1dYeohE2_RA3GKGiJLLPFp6M7Ly_YH2ndJc,male,182.5,94.1460952758789,80.6439208984375,94.23578643798828
jHEARYzMUa9wBdlLcqTJsR05fs8ZnjljE8uwldMt1UU,male,184.75,106.72332000732422,95.13099670410156,104.3946762084961
WfEyscr3BgX5veF7fb5Mj0lfu6YSDsZGL3GwPMuVyQw,female,153.0,99.30197143554688,88.72271728515625,102.53685760498048
M9VAAnHg45vZQEy5PFtkbS_mlS0KKYpuUVM_rbe3jXA,male,182.0,109.96044158935548,96.17749786376952,103.99134826660156
CPLbY6ZD-pyFOqduSW9IFPmHCFn5PSATTg3653t9Dbw,female,169.5,95.20775604248048,85.65216827392578,105.69129943847656
_LTk-GvAMkoOAvMETPr_kc7Yn_IwlKCobBCXFW3NxSo,female,158.0,93.49769592285156,86.47998809814453,99.8095703125
H5bknoN0C0lLje6-NMuSk0boQrWDmbQjhK9OdFBs65c,female,150.0,100.5774917602539,87.4696273803711,97.1091766357422
1dEksCPtmvHdXrxX4eFMK4g6U1mVMc1Jln7Xmw4Mhl4,male,170.0,107.89895629882812,91.6111068725586,102.68606567382812
qxaAxeRsvyxj304VJr5dNo6GRTvgg9Bdp_kozDvu6o8,male,168.0,103.95825958251952,80.89871215820312,101.5438461303711
mOF2Iw3AQtVD-ztvPCXD16TRq_eNshWti4w2kxpGzuo,male,179.5,100.48324584960938,94.84789276123048,107.54019165039062
8Q7D5dDdthAM7BK240hEoUVK5Pt2vt4sAYCjNn3e5i8,female,157.0,89.7839584350586,83.13402557373047,100.8536605834961
qO2JJJ3Ee8e_vihSLCUd_lLPfQfBkBsw3tFVMmy94MI,female,162.4,91.28643798828124,84.1904067993164,103.57151794433594
E7nVTJrt4u_NE0ng5HgEB-JnAxOzuZvzYqwUfliS1Yk,female,159.0,97.12638854980467,85.95560455322266,107.08112335205078
w76W76Ab73IGN31Vw6kDRj-8VR_KOJsTO-UW1jFFRZM,female,163.7,100.02742004394533,84.4869384765625,100.65333557128906
fzWAV3k0x3JqWMieJthp9mwOPXafwkry2mpHJZ6pk70,male,181.5,104.24016571044922,102.39828491210938,104.27011108398438
bMHM7SdGME-vAeg4QMc9bvY3jgg3t360D0VHzjHE3jI,male,175.5,114.39009857177734,86.46250915527344,102.34954833984376
OAbrCqaAW3pJE5CZ4IQFZbVuacN5J6rhE7eBJqme8HA,female,172.0,113.78630065917967,96.16658782958984,112.37950897216795
a_a3ejfYizcRKWqDSs54iUVtKnYhGq2gywiOGeCSr8A,male,172.5,111.5116195678711,95.37167358398438,103.53882598876952
iGQZ89E77m1umT-jDsz6zAS5T6qSB8b8acq6YsHFfeg,male,182.0,106.69902801513672,97.75189971923828,106.15406799316406
wtG3VS1hbhCZ1uA_tfz0jjFmWwxHJlmT38Kf-6if8kM,male,178.0,106.99261474609376,99.49634552001952,103.44630432128906
MRRpwL1LnxGuSlgB75qZkvbiwBOg7an478NWRRJhFZg,female,164.6,100.43093872070312,82.37764739990234,101.64681243896484
uBAsKRfRm5MXsOWXJqfSC1WAeKWdaj0Oo6x4F_eWJbo,male,181.3,106.55364990234376,96.7603530883789,104.7648468017578
lYIW_RGcYd5D7RCfzAn0ZadwEJnbSCD8p-_uq8W4-8Q,female,164.4,100.28182220458984,90.40519714355467,108.90326690673828
bzAAtfEYTvcUwHDx_a0yjF5OQfTSli80mnRsIYujCns,female,161.0,98.32659912109376,83.8681640625,103.35070037841795
9XOBx08BW9pET4ZXxgXqQtDDuEo5bdVjbEiOOJqJ4_A,female,163.0,100.20600128173828,83.11992645263672,97.75823211669922
JcG4QthnKpr52tuEa9H_hlFSHDIe03EW93l-5RLsv4E,male,166.25,108.34290313720705,96.58065795898438,101.98542785644533
LhpKk8JN769XdQ3ri6vIcmu9Uu2zEIgxyqbrDnHLQD4,female,159.1,97.2365951538086,82.66780853271484,102.10308074951172
8lrTWVmtwtJGPW_DSzp4TFHjNcFRAs7IJczSOvygXpI,female,156.0,94.95046997070312,89.92481994628906,99.48663330078124
OXlS2SZWh3sRr98QBvGxTZKQBDa5h0TQOcSKd00noQ0,male,173.5,88.01648712158203,73.71611785888672,92.7546615600586
T5qOIIFa4FfGskIBVM5n3NdjF0HG7GMhg8i-xyq7wcY,male,167.0,105.0616683959961,90.49847412109376,100.41362762451172
k_ALk387TjLFRupaBKTlXxUjpZ-78TijOn7Y3Z_7BVQ,male,174.5,105.7750473022461,101.05384826660156,102.2919692993164
Po01HpDqWRcl6Y8hblHM1rATImORptJPZ4SeIfk_UjE,male,182.4,107.34344482421876,88.47019958496094,103.30947875976562
YS5aGZA0BXTamVHrllyaxu1KEQY8N3OSp5T7T4SMRvA,male,182.0,106.83084106445312,92.73827362060548,100.5994873046875
WqLeG39SwFanNS47fW7V8DfBEODEH6TXt0eU7eGJiCs,male,163.75,84.06985473632812,67.05375671386719,84.93444061279297
Hkc5qj2g1SaGLJ82HJpSaojJKyhdF-XXeNxUq0hMZrM,male,175.5,102.7968292236328,99.01676177978516,103.1359405517578
E8WLBaYIqWR3uHCUsVekRY8KnMNDj7SB51vc-YQ0M-A,male,175.0,89.35430908203125,73.24530029296875,92.36314392089844
GcZhyDSNbtxmLBhHArlnq9FFr5ZheFVWdHOuOCSmcEQ,female,151.1,103.8027114868164,93.03063201904295,97.29511260986328
B_HmsIJRHhy2Nz0cI3egjmWuu1BAEsxE__E_yjjxaXg,female,180.2,100.13675689697266,91.61695098876952,104.12857055664062
qYlb2EfOLZbw-sluXUOq5gcJJqpWXrFDdguVbtfB6Z0,male,180.5,110.19400024414062,95.66002655029295,101.90033721923828
R4S5zQac3r9UwZ_mkT3I2J0p1Y842bOqrn8bjy7pbYs,male,165.4,107.44625091552734,105.36058807373048,100.52294921875
n0yOtw6cF3IUIEvaR2AhQHWDOeeF7ZRxRTaGIh8Osj4,male,170.5,108.20533752441406,94.91181182861328,101.80111694335938
6EfPJh7fgmLut392y-qHjFx3U4_cr7FzqXv9xXBfIn0,male,179.5,106.29932403564452,90.49810791015624,103.5701904296875
F62bkPo2vAFFkdRq_QK_2Vez9YTohUvOij_OAnI7Ysk,female,161.5,96.30078887939452,88.20025634765625,101.38221740722656
Wd8nygvDtDRTxX3Jom1rKIp_h31fMc-Yo7UueR_elsk,female,163.0,100.6206283569336,86.61711883544922,102.52794647216795
ixUxwoOqsP_X2vyVERFWgsytvW-LnVNKzsGH0qyqMIs,male,167.5,105.20207214355467,100.03946685791016,100.76587677001952
p9UBBzONdLw1-ebQJIVkn4mDOHLN0qQx1RnWnqksvu4,female,164.5,100.9776840209961,78.38139343261719,103.26537322998048
m70ndgfKAM_jHaYlk3InxW-JioR7M7Jrv51fu-wGer4,male,165.25,101.15798950195312,84.24069213867188,102.69728088378906
uiYjbCk669ecxx2gO_QOYEwq_tM2ysdwnJYC6LCPHws,male,170.0,103.15885925292967,95.57450103759766,105.63784790039062
yQJHEnCXuh-Rkejoihhlb5cQH_Px67F8YR5GqeEs2Sw,male,169.0,103.1612777709961,92.975341796875,103.8343276977539
ylydQRqBfuQBAQhD2gWLuWSASwd-yNHmeB7ptrhMz5k,female,161.25,100.443115234375,93.28805541992188,100.40463256835938
-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,female,162.0,94.17327880859376,85.31018829345703,102.333740234375
ZBQJg_JdaSMt2lMru1d1MZNNA1waMUIEbPppFScmQlQ,male,172.5,107.45613098144533,86.87273406982422,102.82795715332033
Za9rREo_EA88y7nYcGcRqxlKo8Xpkiie0Raizdbntk0,male,185.9,108.37381744384766,90.13775634765624,106.43000793457033
D5MgCWoXZKaws5pwM3efCY4J9t83gTcdmS5xWrTg-y0,male,171.5,110.3077621459961,99.85203552246094,101.62784576416016
kxH9CwuvoCoy93lDhjDtkA6vwDpKxRo1t6KirECKe5k,male,184.5,110.7925033569336,87.59022521972656,103.31786346435548
C_1f3G-Fy_rRM0SHkTaT_pe2C-1nph4BWwNGS3MueH4,female,173.0,99.81402587890624,87.09044647216797,104.338134765625
q9BBi3lldQ6SpNgO0ZLVR1HF0zJ02OowzMoPc03_sAM,male,180.0,109.53826141357422,102.8485336303711,110.00687408447266
ZfLObk9jzT5gMkUV1M-Y0HFBX54iXkwgIj25CYL_B20,male,172.0,106.89391326904295,99.1341552734375,97.5527801513672
6j-1bjbi494bwHvPS-8bNxkoPOhhRy0Tqby9uXPco5Q,male,170.6,107.80435180664062,93.55574798583984,98.84960174560548
b8QMVZASbEi0rhVc6keOvzhxxr-kWjjm6k2WH7f9jVI,male,179.1,106.79649353027344,95.3606414794922,106.62894439697266
K_XRjXOCXSNFbOi6A27GCI9PJMJSmSMRfacbG6YGYtg,male,166.5,103.6691665649414,93.26741790771484,100.2671356201172
hiLbPtVcyMMB3zUdzjdhu-M78PXMUByh506hkZpqzgY,male,175.0,105.71250915527344,98.8581314086914,101.81891632080078
alqJXcX3mknvjkZRqUwW2rl3GtU0acNIHRLdJ5HpROg,female,157.6,78.84310150146484,66.50950622558594,80.827392578125
